,fips,first_case_date,first_death_date,first_case_week,first_death_week
1545,29115,2020-04-06,2020-04-13,2020-04-06,2020-04-13
1546,29117,2020-03-30,,2020-03-30,
1547,29119,2020-03-25,,2020-03-23,
1548,29121,2020-03-30,,2020-03-30,
1549,29123,2020-04-06,,2020-04-06,
1550,29125,2020-03-29,,2020-03-23,
1551,29127,2020-04-21,,2020-04-20,
1552,29129,,,,
1553,29131,2020-04-17,,2020-04-13,
1554,29133,2020-04-22,,2020-04-20,
1555,29135,2020-03-23,,2020-03-23,
1556,29137,,,,
1557,29139,2020-03-25,,2020-03-23,
1558,29141,2020-03-30,,2020-03-30,
1559,29143,2020-04-02,,2020-03-30,
1560,29145,2020-03-25,2020-04-22,2020-03-23,2020-04-20
1561,29147,2020-04-03,,2020-03-30,
1562,29149,2020-04-07,,2020-04-06,
1563,29151,2020-03-30,,2020-03-30,
1564,29153,,,,
1565,29155,2020-03-24,2020-04-23,2020-03-23,2020-04-20
1566,29157,2020-03-23,,2020-03-23,
1567,29159,2020-03-27,,2020-03-23,
1568,29161,2020-04-05,,2020-03-30,
1569,29163,2020-03-30,,2020-03-30,
1570,29165,2020-03-23,,2020-03-23,
1571,29167,2020-04-07,,2020-04-06,
1572,29169,2020-03-19,2020-04-07,2020-03-16,2020-04-06
1573,29171,,,,
1574,29173,2020-03-25,,2020-03-23,
1575,29175,2020-03-24,,2020-03-23,
1576,29177,2020-03-27,,2020-03-23,
1577,29179,2020-03-30,,2020-03-30,
1578,29181,2020-03-29,,2020-03-23,
1579,29183,2020-03-19,2020-03-25,2020-03-16,2020-03-23
1580,29185,2020-04-10,,2020-04-06,
1581,29186,2020-03-31,2020-04-08,2020-03-30,2020-04-06
1582,29187,2020-03-23,2020-04-05,2020-03-23,2020-03-30
1583,29189,2020-03-08,2020-03-21,2020-03-02,2020-03-16
1584,29195,2020-04-04,,2020-03-30,
1585,29197,,,,
1586,29199,2020-04-07,,2020-04-06,
1587,29201,2020-03-20,2020-04-18,2020-03-16,2020-04-13
1588,29203,,,,
1589,29205,2020-03-25,,2020-03-23,
1590,29207,2020-03-26,,2020-03-23,
1591,29209,2020-03-30,,2020-03-30,
1592,29211,2020-05-05,,2020-05-04,
1593,29213,2020-03-23,2020-04-05,2020-03-23,2020-03-30
1594,29215,2020-03-27,,2020-03-23,
1595,29217,2020-04-10,,2020-04-06,
1596,29219,2020-03-29,,2020-03-23,
1597,29221,2020-04-09,2020-04-26,2020-04-06,2020-04-20
1598,29223,,,,
1599,29225,2020-03-31,,2020-03-30,
1600,29227,2020-04-06,,2020-04-06,
1601,29229,2020-03-27,,2020-03-23,
1602,29510,2020-03-17,2020-03-20,2020-03-16,2020-03-16
1603,30001,2020-04-04,,2020-03-30,
1604,30003,2020-04-10,,2020-04-06,
1605,30005,,,,
1606,30007,2020-03-17,,2020-03-16,
1607,30009,2020-04-02,,2020-03-30,
1608,30011,,,,
1609,30013,2020-03-22,2020-04-18,2020-03-16,2020-04-13
1610,30015,,,,
1611,30017,,,,
1612,30019,,,,
1613,30021,,,,
1614,30023,2020-03-29,,2020-03-23,
1615,30025,,,,
1616,30027,2020-04-30,,2020-04-27,
1617,30029,2020-03-20,2020-04-13,2020-03-16,2020-04-13
1618,30031,2020-03-14,2020-04-28,2020-03-09,2020-04-27
1619,30033,,,,
1620,30035,2020-04-03,,2020-03-30,
1621,30037,2020-04-11,,2020-04-06,
1622,30039,,,,
1623,30041,2020-03-25,,2020-03-23,
1624,30043,2020-03-25,,2020-03-23,
1625,30045,,,,
1626,30047,2020-03-27,,2020-03-23,
1627,30049,2020-03-14,,2020-03-09,
1628,30051,2020-04-01,,2020-03-30,
1629,30053,2020-03-26,2020-03-28,2020-03-23,2020-03-23
1630,30055,,,,
1631,30057,2020-03-20,2020-03-30,2020-03-16,2020-03-30
1632,30059,2020-03-26,,2020-03-23,
1633,30061,,,,
1634,30063,2020-03-15,2020-04-04,2020-03-09,2020-03-30
1635,30065,2020-03-31,,2020-03-30,
1636,30067,2020-03-27,,2020-03-23,
1637,30069,,,,
1638,30071,,,,
1639,30073,2020-04-15,,2020-04-13,
1640,30075,,,,
1641,30077,,,,
1642,30079,,,,
1643,30081,2020-03-21,,2020-03-16,
1644,30083,2020-04-08,,2020-04-06,
1645,30085,2020-03-20,,2020-03-16,
1646,30087,,,,
1647,30089,,,,
1648,30091,,,,
1649,30093,2020-03-14,,2020-03-09,
1650,30095,2020-04-09,,2020-04-06,
1651,30097,,,,
1652,30099,,,,
1653,30101,2020-03-26,2020-03-30,2020-03-23,2020-03-30
1654,30103,,,,
1655,30105,,,,
1656,30107,2020-04-24,,2020-04-20,
1657,30109,,,,
1658,30111,2020-03-14,2020-04-18,2020-03-09,2020-04-13
1659,31001,2020-03-19,2020-04-23,2020-03-16,2020-04-20
1660,31003,2020-03-31,,2020-03-30,
1661,31005,,,,
1662,31007,,,,
1663,31009,,,,
1664,31011,2020-05-05,,2020-05-04,
1665,31013,2020-04-11,,2020-04-06,
1666,31015,,,,
1667,31017,,,,
1668,31019,2020-03-21,2020-04-01,2020-03-16,2020-03-30
1669,31021,2020-04-09,,2020-04-06,
1670,31023,2020-04-18,,2020-04-13,
1671,31025,2020-03-13,,2020-03-09,
1672,31027,2020-04-27,,2020-04-27,
1673,31029,,,,
1674,31031,2020-04-04,,2020-03-30,
1675,31033,2020-04-06,,2020-04-06,
1676,31035,2020-04-11,,2020-04-06,
1677,31037,2020-04-03,,2020-03-30,
1678,31039,2020-04-01,,2020-03-30,
1679,31041,2020-04-06,2020-04-23,2020-04-06,2020-04-20
1680,31043,2020-04-13,2020-04-30,2020-04-13,2020-04-27
1681,31045,2020-04-26,,2020-04-20,
1682,31047,2020-03-28,,2020-03-23,
1683,31049,,,,
1684,31051,2020-04-20,,2020-04-20,
1685,31053,2020-03-28,,2020-03-23,
1686,31055,2020-03-06,2020-03-28,2020-03-02,2020-03-23
1687,31057,,,,
1688,31059,2020-04-22,,2020-04-20,
1689,31061,2020-04-11,,2020-04-06,
1690,31063,2020-04-30,,2020-04-27,
1691,31065,2020-04-19,,2020-04-13,
1692,31067,2020-03-24,2020-04-03,2020-03-23,2020-03-30
1693,31069,,,,
1694,31071,,,,
1695,31073,2020-03-29,,2020-03-23,
1696,31075,,,,
1697,31077,2020-04-23,,2020-04-20,
1698,31079,2020-03-28,2020-03-28,2020-03-23,2020-03-23
1699,31081,2020-04-02,2020-04-23,2020-03-30,2020-04-20
1700,31083,,,,
1701,31085,,,,
1702,31087,2020-04-30,,2020-04-27,
1703,31089,2020-05-03,,2020-04-27,
1704,31091,2020-05-02,,2020-04-27,
1705,31093,2020-04-17,,2020-04-13,
1706,31095,2020-04-26,,2020-04-20,
1707,31097,2020-04-05,,2020-03-30,
1708,31099,2020-03-27,,2020-03-23,
